Date,Message,ID,Reply_to,Merged_Message,Crowd Level,Direction,Crowd Level new,Direction new,Comparison
10/5/2025 13:47,SG immigration hall is full now,146464,-1,SG immigration hall is full now,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
10/5/2025 13:38,Ths u,146461,146448,Only need to wait for bus Ths u,Not related,Not related,Not related,Not related,Same
10/5/2025 13:15,Woodlands human Q long,146453,-1,Woodlands human Q long,High,Singapore to Malaysia,High,Malaysia to Singapore,Same
10/5/2025 13:15,no q for cw,146452,-1,no q for cw,High,Singapore to Malaysia,Low,Not related,Different
10/5/2025 13:08,Went from woodlands checkpoint to jb in 25mins,146449,-1,Went from woodlands checkpoint to jb in 25mins,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
10/5/2025 12:57,Woodland 950 long q,146442,-1,Woodland 950 long q,High,Singapore to Malaysia,High,Not related,Same
10/5/2025 12:36,jb to sg empty,146430,-1,jb to sg empty,Low,Not related,Low,Not related,Same
10/5/2025 12:21,"Sin to Jb  sbs not long queue
Private bus faster no queue",146419,-1,"Sin to Jb  sbs not long queue
Private bus faster no queue",High,Malaysia to Singapore,High,Singapore to Malaysia,Same
10/5/2025 12:19,"private bus sg to jb no queue
cw less than 10ppl per queue
sbs bus quite alot ppl queue",146417,-1,"private bus sg to jb no queue
cw less than 10ppl per queue
sbs bus quite alot ppl queue",High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
10/5/2025 12:16,Nobody in q for bus at kranji now,146416,-1,Nobody in q for bus at kranji now,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
10/5/2025 12:14,2nd bus came in 2min,146415,-1,2nd bus came in 2min,Low,Not related,Low,Singapore to Malaysia,Same
10/5/2025 12:10,Queue ismoving,146414,-1,Queue ismoving,High,Not related,Low,Not related,Different
10/5/2025 12:10,Ya,146413,146408,Not too bad got on a bus in 5 mins Ya,Low,Not related,Not related,Not related,Different
10/5/2025 12:04,Bus to jb smooth,146409,-1,Bus to jb smooth,Medium,Malaysia to Singapore,Low,Singapore to Malaysia,Different
10/5/2025 12:02,Not too bad got on a bus in 5 mins,146408,-1,Not too bad got on a bus in 5 mins,Low,Not related,Low,Singapore to Malaysia,Same
10/5/2025 11:48,okay okay like normal fast one maybe get ICA QR then see which queue shorter,146392,146389,Sg custom got alot ppl okay okay like normal fast one maybe get ICA QR then see which queue shorter,Medium,Not related,Low,Not related,Different
10/5/2025 11:43,i think is just bus need wait bah 1520min to JB,146387,-1,i think is just bus need wait bah 1520min to JB,High,Malaysia to Singapore,High,Singapore to Malaysia,Same
10/5/2025 11:09,woodlands at least 2030 mins,146366,-1,woodlands at least 2030 mins,High,Singapore to Malaysia,High,Not related,Same
10/5/2025 11:05,45 mins from woodlands ciq to clearing jb custom,146359,-1,45 mins from woodlands ciq to clearing jb custom,High,Singapore to Malaysia,High,Malaysia to Singapore,Same
10/5/2025 10:54,Bus Q at SG custom is crowded but is moving,146347,-1,Bus Q at SG custom is crowded but is moving,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
10/5/2025 10:19,Queue all the way to the SG customs,146314,-1,Queue all the way to the SG customs,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
10/5/2025 10:18,sg to jb now,146307,-1,sg to jb now,High,Malaysia to Singapore,Low,Singapore to Malaysia,Different
10/5/2025 10:14,bus queue to jb moving quite fast,146303,146270, bus queue to jb moving quite fast,High,Malaysia to Singapore,Low,Singapore to Malaysia,Different
10/5/2025 10:11,Since 8am until now best time go jb is 7am reach to sg,146300,146270, Since 8am until now best time go jb is 7am reach to sg,High,Malaysia to Singapore,High,Malaysia to Singapore,Same
10/5/2025 9:55,Is the customs queue super long ,146290,-1,Is the customs queue super long ,High,Singapore to Malaysia,Not related,Not related,Different
10/5/2025 9:25,Jurong East queue anyone,146272,-1,Jurong East queue anyone,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
10/5/2025 9:19,No,146269,146268,jb  sg crowded No,Not related,Not related,Not related,Not related,Same
10/5/2025 9:14,Q starts after clearing SG CIQ,146264,-1,Q starts after clearing SG CIQ,High,Singapore to Malaysia,Low,Not related,Different
10/5/2025 8:53,JB custom no queue,146246,-1,JB custom no queue,Low,Malaysia to Singapore,Low,Malaysia to Singapore,Same
10/5/2025 8:50,walk all the way until the end of bus terminal,146241,-1,walk all the way until the end of bus terminal,Not related,Not related,High,Not related,Different
10/5/2025 8:42,840 am Queue at Queen street,146235,146204,May I know queue at queen street  840 am Queue at Queen street,High,Singapore to Malaysia,High,Not related,Same
10/5/2025 8:30,Long q sg to jbbus side,146229,-1,Long q sg to jbbus side,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
10/5/2025 8:28,Sg to Jb,146224,-1,Sg to Jb,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
10/5/2025 8:19,Once on the bus is smooth alr,146208,-1,Once on the bus is smooth alr,Medium,Not related,Low,Not related,Different
10/5/2025 8:19,A lot of people not moving much,146207,146205,Bus Q at woodlands now A lot of people not moving much,High,Singapore to Malaysia,Not related,Not related,Different
10/5/2025 8:02,Yea just now only one so now jam like hell hahah,146199,146197,sg bus dont have also Yea just now only one so now jam like hell hahah,High,Malaysia to Singapore,High,Malaysia to Singapore,Same
10/5/2025 8:01,Yea too many blue bus,146198,146195,All blue bus block the road so bus cannot come in that s why long Q Yea too many blue bus,High,Not related,Low,Singapore to Malaysia,Different
10/5/2025 7:59,sg bus dont have also,146197,146195,All blue bus block the road so bus cannot come in that s why long Q sg bus dont have also,Low,Not related,Low,Not related,Same
10/5/2025 7:55,All blue bus block the road so bus cannot come in that s why long Q,146195,146188,SSG bus area quote a lot of people All blue bus block the road so bus cannot come in that s why long Q,High,Not related,High,Not related,Same
10/5/2025 7:54,No queue at that point of time ,146193,146183,custom clear or many people No queue at that point of time ,Low,Not related,Low,Not related,Same
10/5/2025 7:47,SSG bus area quote a lot of people,146188,-1,SSG bus area quote a lot of people,High,Singapore to Malaysia,High,Not related,Same
10/5/2025 7:47,Many people but still moving from Sg custom to JB,146187,-1,Many people but still moving from Sg custom to JB,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
10/5/2025 7:45,Many people over for the 160170170x950 but right now still moving quite fast,146184,-1,Many people over for the 160170170x950 but right now still moving quite fast,High,Singapore to Malaysia,Low,Not related,Different
10/5/2025 7:05,170160170x950 long queue to JB,146169,-1,170160170x950 long queue to JB,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
10/5/2025 7:01,Kranji q 10 min,146167,-1,Kranji q 10 min,High,Singapore to Malaysia,High,Malaysia to Singapore,Same
10/5/2025 6:57,Queue building up but smooth at the moment here,146165,-1,Queue building up but smooth at the moment here,High,Not related,Low,Not related,Different
10/5/2025 5:53,Wah saturday also jammed,146160,-1,Wah saturday also jammed,High,Singapore to Malaysia,High,Not related,Same
9/5/2025 23:00,50 min from woodlands mrt to jb rf by car,146134,-1,50 min from woodlands mrt to jb rf by car,High,Singapore to Malaysia,High,Malaysia to Singapore,Same
9/5/2025 22:27,No queue at all,146127,-1,No queue at all,Low,Malaysia to Singapore,Low,Not related,Same
9/5/2025 22:27,JB to SG super fast,146126,-1,JB to SG super fast,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
9/5/2025 22:18,No queue at sgjb customs everyone,146125,-1,No queue at sgjb customs everyone,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
9/5/2025 21:20,Crowded  but move like butter,146115,146102,Hello any jam from SG to JB Crowded  but move like butter,High,Singapore to Malaysia,Not related,Not related,Different
9/5/2025 20:58,Sg to Jb checkpoint queue clear fast,146110,-1,Sg to Jb checkpoint queue clear fast,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
9/5/2025 20:42,Woodlands temp 950 very short queue,146103,-1,Woodlands temp 950 very short queue,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
9/5/2025 20:07,CW is fast 750 at Singapore side now reach JB Sentral,146080,-1,CW is fast 750 at Singapore side now reach JB Sentral,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
9/5/2025 19:47,6am Kranji MRT 170X Very long queue Already,146064,-1,6am Kranji MRT 170X Very long queue Already,High,Singapore to Malaysia,High,Not related,Same
9/5/2025 19:44,If I go JB tomorrow at about 8am Will the queue be crazy,146058,-1,If I go JB tomorrow at about 8am Will the queue be crazy,High,Malaysia to Singapore,High,Malaysia to Singapore,Same
9/5/2025 19:44,cleared JB CIQ CW no bueno on checkpoint side either consider other alternatives,146057,-1,cleared JB CIQ CW no bueno on checkpoint side either consider other alternatives,High,Not related,High,Not related,Same
9/5/2025 18:52,front one usually clear faster since wont get blocked by those who want to wait for another bus to sit,146032,-1,front one usually clear faster since wont get blocked by those who want to wait for another bus to sit,Medium,Not related,Low,Singapore to Malaysia,Different
9/5/2025 18:13,Thanks,146015,146014,long moving bus q take cw Thanks,Not related,Not related,Not related,Not related,Same
9/5/2025 18:04,Bus coys never give enough bribes then kena licensing probs ,146009,146006,what happened Bus coys never give enough bribes then kena licensing probs ,Not related,Not related,Not related,Not related,Same
9/5/2025 18:02,Gentle reminder photos videos at the checkpoints are forbidden Dont get yourself into trouble  Admin S,146008,145988,sg custom to jb cw queue Gentle reminder photos videos at the checkpoints are forbidden Dont get yourself into trouble  Admin S,High,Not related,Low,Not related,Different
9/5/2025 17:27,526pm wcp  jb 170 queue up to middle stair but more bus coming people keep moving,145993,-1,526pm wcp  jb 170 queue up to middle stair but more bus coming people keep moving,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
9/5/2025 17:06,sg custom to jb cw queue,145988,-1,sg custom to jb cw queue,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
9/5/2025 17:04,bugis long queue but quite alot cw2 currently,145987,-1,bugis long queue but quite alot cw2 currently,High,Singapore to Malaysia,High,Not related,Same
9/5/2025 17:02,"KJ Mrt

170x CW1 short queue able to board first bus

As at 1700",145986,-1,"KJ Mrt

170x CW1 short queue able to board first bus

As at 1700",Low,Not related,Low,Singapore to Malaysia,Same
9/5/2025 17:02,Kranji short Q,145985,-1,Kranji short Q,Low,Singapore to Malaysia,Low,Singapore to Malaysia,Same
9/5/2025 15:51,"2nd Escalator from jb checkpoint to the bridge towards city square is down 

Do be careful as there was a crowd going down the stairs dangerously close to people just getting off the escalator",145963,-1,"2nd Escalator from jb checkpoint to the bridge towards city square is down 

Do be careful as there was a crowd going down the stairs dangerously close to people just getting off the escalator",High,Singapore to Malaysia,High,Malaysia to Singapore,Same
9/5/2025 13:56,No queue at msia customs sg  msia,145944,-1,No queue at msia customs sg  msia,High,Malaysia to Singapore,High,Malaysia to Singapore,Same
9/5/2025 12:58,guys can ask if i take ac7 from seagate here does it go to checkpoint or is this the way back,145933,-1,guys can ask if i take ac7 from seagate here does it go to checkpoint or is this the way back,High,Singapore to Malaysia,Not related,Not related,Different
9/5/2025 10:25,Taking AC 7 go in woodlands custom and drop nearer to ICA building and walk in,145914,-1,Taking AC 7 go in woodlands custom and drop nearer to ICA building and walk in,High,Singapore to Malaysia,Not related,Singapore to Malaysia,Different
9/5/2025 10:23,SG Custom smooth now,145911,-1,SG Custom smooth now,Low,Not related,Low,Singapore to Malaysia,Same
9/5/2025 10:17,Super long queue,145909,-1,Super long queue,High,Singapore to Malaysia,High,Not related,Same
9/5/2025 10:14,Queen street CW bus any queue ,145908,-1,Queen street CW bus any queue ,High,Singapore to Malaysia,Not related,Singapore to Malaysia,Different
9/5/2025 9:55,Tq,145904,145903,"Sg to my custom and queue for bus smooth
Within 1520mins depend bus Tq",Not related,Not related,Low,Not related,Different
9/5/2025 9:54,"Sg to my custom and queue for bus smooth
Within 1520mins depend bus",145903,-1,"Sg to my custom and queue for bus smooth
Within 1520mins depend bus",High,Not related,High,Singapore to Malaysia,Same
9/5/2025 9:19,"9am woodlands was pretty empty 
bus waited awhile
jb custom side empty",145893,-1,"9am woodlands was pretty empty 
bus waited awhile
jb custom side empty",Low,Malaysia to Singapore,Low,Not related,Same
8/5/2025 23:58,No queue at all,145856,-1,No queue at all,Low,Malaysia to Singapore,Low,Not related,Same
8/5/2025 21:29,Sg to jb around 2 to 3 bus queue,145840,-1,Sg to jb around 2 to 3 bus queue,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
8/5/2025 21:29,JB to Sg  on JB side no 170 bus  for 10 min,145839,-1,JB to Sg  on JB side no 170 bus  for 10 min,High,Singapore to Malaysia,High,Malaysia to Singapore,Same
8/5/2025 18:38,950 q probably need to wait for 2 buses,145805,-1,950 q probably need to wait for 2 buses,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
8/5/2025 13:00,Yes,145757,145756,will tmrw morning jam Since ica is announced 813 will be heavy jam  Yes,Not related,Not related,Not related,Not related,Same
